Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,LogReturn,MA_20,MA_50,Momentum,Volume_Change
1981-02-24 00:00:00-05:00,0.0824149544682554,0.0824149544682554,0.0815565213561058,0.0815565213561058,16979200,0.0,0.0,-0.035530625822661754,-0.03617720019664751,0.09366102293133731,0.10197974503040311,-0.008318722099065798,0.20317460317460312
1981-02-25 00:00:00-05:00,0.0867071151733398,0.0871363288398656,0.0867071151733398,0.0867071151733398,19488000,0.0,0.0,0.06315367222131263,0.061239653559808725,0.092502062395215,0.10173936858773226,-0.009237306192517267,0.14775725593667555
1981-02-26 00:00:00-05:00,0.0879947394132614,0.0884239587011076,0.0879947394132614,0.0879947394132614,10841600,0.0,0.0,0.014850271945358262,0.014741086287524815,0.09157916903495786,0.10162775650620455,-0.010048587471246692,-0.44367816091954027
1981-02-27 00:00:00-05:00,0.0910000577569007,0.0918584909087622,0.0910000577569007,0.0910000577569007,14761600,0.0,0.0,0.03415338648285582,0.03358310791127471,0.0909996889531612,0.10171361535787576,-0.010713926404714566,0.36157024793388426
1981-03-02 00:00:00-05:00,0.0914292708039283,0.0918584844843277,0.0914292708039283,0.0914292708039283,11760000,0.0,0.0,0.004716623896813488,0.004705535479248319,0.09072070084512229,0.10176513686776156,-0.01104443602263927,-0.20333839150227617
1981-03-03 00:00:00-05:00,0.0905708286797236,0.0905708286797236,0.0901416093111038,0.0901416093111038,16172800,0.0,0.0,-0.014083689845737823,-0.01418380612154831,0.09065631777048107,0.10173938363790506,-0.011083065867423997,0.37523809523809515
1981-03-04 00:00:00-05:00,0.0897116369671019,0.0897116369671019,0.0892824232578277,0.0892824232578277,13708800,0.0,0.0,-0.009531514467539748,-0.009577230076135146,0.09037728942930695,0.1015848514437675,-0.011207562014460548,-0.1523545706371191
1981-03-05 00:00:00-05:00,0.0892824147088401,0.0892824147088401,0.0888531953096389,0.0888531953096389,5376000,0.0,0.0,-0.004807530222934231,-0.004819123568185931,0.08990511484444137,0.10132730618119234,-0.011422191336750973,-0.607843137254902
1981-03-06 00:00:00-05:00,0.0888531722579302,0.0888531722579302,0.0879947394132614,0.0879947394132614,11603200,0.0,0.0,-0.009661508439689936,-0.009708483624653642,0.08939001746475692,0.10096673399209971,-0.011576716527342795,1.1583333333333332
1981-03-09 00:00:00-05:00,0.0815564920430498,0.0815564920430498,0.0811272785067558,0.0811272785067558,15321600,0.0,0.0,-0.07804399390573824,-0.08125777229687983,0.08851008452475068,0.10035721614956851,-0.011847131624817833,0.3204633204633205
1981-03-10 00:00:00-05:00,0.0776927474609271,0.0776927474609271,0.0772635340690612,0.0772635340690612,28380800,0.0,0.0,-0.04762571244606528,-0.04879716226228714,0.0876944940537214,0.09946438431739801,-0.011769890263676613,0.8523391812865497
1981-03-11 00:00:00-05:00,0.0751174830842366,0.0751174830842366,0.0742590501904487,0.0742590501904487,29859200,0.0,0.0,-0.038886182399150426,-0.0396624403955124,0.08672867938876148,0.09847712457180018,-0.011748445183038692,0.052091554853985755
1981-03-12 00:00:00-05:00,0.0772635340690612,0.0776927474609271,0.0772635340690612,0.0772635340690612,59248000,0.0,0.0,0.04045949781079927,0.039662440395512484,0.08606331497430797,0.09761004403233525,-0.011546729058027283,0.9842460615153787
1981-03-13 00:00:00-05:00,0.0768343588651158,0.0768343588651158,0.076405145227909,0.076405145227909,231302400,0.0,0.0,-0.011109883226218087,-0.011172058917543618,0.08539799079298968,0.096794471591711,-0.011396480798721326,2.9039697542533083
1981-03-16 00:00:00-05:00,0.0794104263186454,0.0802688592673186,0.0794104263186454,0.0794104263186454,37228800,0.0,0.0,0.03933349098116268,0.038579633649146725,0.08499023690819736,0.09601325124502179,-0.011023014336824427,-0.8390470656595003
1981-03-17 00:00:00-05:00,0.0832733586430549,0.0841317914569006,0.0832733586430549,0.0832733586430549,43747200,0.0,0.0,0.048645152828029836,0.0474990003360731,0.08466832339763636,0.09536079630255695,-0.010692472904920591,0.17509025270758127
1981-03-18 00:00:00-05:00,0.0884239897131919,0.0892824228589307,0.0884239897131919,0.0884239897131919,36937600,0.0,0.0,0.06185208755917726,0.06001463586852455,0.08441075570881362,0.0949143816530704,-0.010503625944256773,-0.15565796210957505
