Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09872593730688095,0.09915515669143314,0.09872593730688095,0.09872593730688095,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09400456286814542,0.09400456286814542,0.09357534348964691,0.09357534348964691,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08713632883986563,0.08713632883986563,0.08670711517333984,0.08670711517333984,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08885319530963898,0.08928241470884017,0.08885319530963898,0.08885319530963898,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09142927080392838,0.09185848448432772,0.09142927080392838,0.09142927080392838,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09700903296470642,0.09743825217994954,0.09700903296470642,0.09700903296470642,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10173045843839645,0.10216044576719974,0.10173045843839645,0.10173045843839645,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10602334886789322,0.10645256809016534,0.10602334886789322,0.10602334886789322,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11160317063331604,0.11203238987967153,0.11160317063331604,0.11160317063331604,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12190512567758559,0.12233434490262861,0.12190512567758559,0.1219051256775856,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12362203747034073,0.1240512568563284,0.12362203747034073,0.12362203747034073,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.1210467690955943,0.1210467690955943,0.1206175610423088,0.12061756104230881,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.1176129865525514,0.1176129865525514,0.11718376725912094,0.11718376725912094,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11847144365310668,0.11932988245717048,0.11847144365310668,0.11847144365310669,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11632531354185237,0.11632531354185237,0.11589610576629639,0.11589610576629639,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11117394139529885,0.11117394139529885,0.11074472218751907,0.11074472218751907,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10645256809016534,0.10645256809016534,0.10602334886789322,0.10602334886789322,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10430649890720443,0.10430649890720443,0.10387729108333588,0.10387729108333588,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1094571202993393,0.10988633968072933,0.1094571202993393,0.1094571202993393,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10945716657239854,0.10945716657239854,0.1085987389087677,0.1085987389087677,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10516497386471411,0.10516497386471411,0.10473575443029404,0.10473575443029404,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10516493022441864,0.10559414948072558,0.10516493022441864,0.10516493022441864,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10731101781129837,0.10816944488400329,0.10731101781129837,0.10731101781129837,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10688182599602326,0.10688182599602326,0.10645260661840439,0.10645260661840439,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11289085447788239,0.11332007386707248,0.11289085447788239,0.11289085447788239,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10988633968072933,0.10988633968072933,0.1094571202993393,0.1094571202993393,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11160317063331604,0.11246159766398076,0.11160317063331604,0.11160317063331604,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11289085447788239,0.11374929325626255,0.11289085447788239,0.11289085447788239,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11289084588621755,0.11332006524274148,0.1124616265296936,0.1124616265296936,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11117394139529885,0.11117394139529885,0.11074472218751907,0.11074472218751907,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11074475308882913,0.11074475308882913,0.10988632589578629,0.10988632589578629,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10688182599602326,0.10688182599602326,0.10645260661840439,0.10645260661840439,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10301887878822934,0.10301887878822934,0.10258965939283371,0.10258965939283371,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09786747139519267,0.09786747139519267,0.09700903296470642,0.09700903296470642,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09185848448432772,0.09185848448432772,0.09142927080392838,0.09142927080392838,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09486299008131027,0.09529220370248347,0.09486299008131027,0.09486299008131027,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09829668700695038,0.09872589474441362,0.09829668700695038,0.09829668700695038,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09829668700695038,0.09915511394392187,0.09829668700695038,0.09829668700695038,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09872593730688095,0.09915515669143314,0.09872593730688095,0.09872593730688095,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09443377651561902,0.09443377651561902,0.09357534348964691,0.09357534348964691,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09357534348964691,0.09400456286814542,0.09357534348964691,0.09357534348964691,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09100003596576853,0.09100003596576853,0.09057082235813141,0.09057082235813141,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09014161621313643,0.09014161621313643,0.08971162885427475,0.08971162885427475,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.0884239366450373,0.0884239366450373,0.08756550401449203,0.08756550401449203,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08971162885427475,0.09014161621313643,0.08971162885427475,0.08971162885427475,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09357534348964691,0.09443377651561902,0.09357534348964691,0.09357534348964691,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08842395870110768,0.08842395870110768,0.08799473941326141,0.08799473941326141,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08370257791548955,0.08370257791548955,0.08327335864305496,0.08327335864305496,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08456102758646011,0.08499024697354883,0.08456102758646011,0.08456102758646011,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08241495446825543,0.08241495446825543,0.0815565213561058,0.0815565213561058,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08670711517333984,0.08713632883986563,0.08670711517333984,0.08670711517333984,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08799473941326141,0.08842395870110768,0.08799473941326141,0.08799473941326141,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09100005775690079,0.09185849090876223,0.09100005775690079,0.09100005775690079,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09142927080392838,0.09185848448432772,0.09142927080392838,0.09142927080392838,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09057082867972362,0.09057082867972362,0.09014160931110382,0.09014160931110382,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08971163696710192,0.08971163696710192,0.08928242325782776,0.08928242325782776,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08928241470884017,0.08928241470884017,0.08885319530963898,0.08885319530963898,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08885317225793027,0.08885317225793027,0.08799473941326141,0.08799473941326141,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08155649204304986,0.08155649204304986,0.08112727850675583,0.08112727850675583,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07769274746092714,0.07769274746092714,0.07726353406906128,0.07726353406906128,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07511748308423667,0.07511748308423667,0.07425905019044876,0.07425905019044876,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07726353406906128,0.07769274746092714,0.07726353406906128,0.07726353406906128,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07683435886511583,0.07683435886511583,0.07640514522790909,0.07640514522790909,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07941042631864548,0.08026885926731862,0.07941042631864548,0.07941042631864548,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08327335864305496,0.08413179145690065,0.08327335864305496,0.08327335864305496,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08842398971319199,0.08928242285893073,0.08842398971319199,0.08842398971319199,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08799471746425354,0.08799471746425354,0.08756550401449203,0.08756550401449203,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.08842398971319199,0.08928242285893073,0.08842398971319199,0.08842398971319199,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.09185849130153656,0.09271692445706854,0.09185849130153656,0.09185849130153656,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09185848448432772,0.09185848448432772,0.09142927080392838,0.09142927080392838,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.09057083561462104,0.09057083561462104,0.08971162885427475,0.08971162885427475,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.08842395870110768,0.08842395870110768,0.08799473941326141,0.08799473941326141,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.08541943179291166,0.08541943179291166,0.08499021828174591,0.08499021828174591,12252800,0.0,0.0
1981-03-30 00:00:00-05:00,0.08499021828174591,0.08584865103510048,0.08499021828174591,0.08499021828174591,9900800,0.0,0.0
1981-03-31 00:00:00-05:00,0.08499021748239091,0.08499021748239091,0.08413178473711014,0.08413178473711014,15993600,0.0,0.0
1981-04-01 00:00:00-05:00,0.08370257791548955,0.08370257791548955,0.08327335864305496,0.08327335864305496,34070400,0.0,0.0
1981-04-02 00:00:00-05:00,0.09057082235813141,0.09100003596576853,0.09057082235813141,0.09057082235813141,31404800,0.0,0.0
1981-04-03 00:00:00-05:00,0.09100005775690079,0.09142927719834437,0.09100005775690079,0.09100005775690079,16486400,0.0,0.0
1981-04-06 00:00:00-05:00,0.08971163696710192,0.08971163696710192,0.08928242325782776,0.08928242325782776,22803200,0.0,0.0
1981-04-07 00:00:00-05:00,0.08885320342054852,0.08885320342054852,0.08842398971319199,0.08842398971319199,10684800,0.0,0.0
1981-04-08 00:00:00-05:00,0.09271690249443054,0.09357533544661824,0.09271690249443054,0.09271690249443054,21952000,0.0,0.0
1981-04-09 00:00:00-05:00,0.0944337248802185,0.09486294402402434,0.0944337248802185,0.0944337248802185,12499200,0.0,0.0
1981-04-10 00:00:00-05:00,0.09572138637304306,0.09615059982973626,0.09572138637304306,0.09572138637304306,33465600,0.0,0.0
1981-04-13 00:00:00-05:00,0.09572138637304306,0.09615059982973626,0.09572138637304306,0.09572138637304306,16060800,0.0,0.0
1981-04-14 00:00:00-05:00,0.09572138637304306,0.09615059982973626,0.09572138637304306,0.09572138637304306,6652800,0.0,0.0
1981-04-15 00:00:00-05:00,0.09142927719834437,0.09142927719834437,0.09100005775690079,0.09100005775690079,34048000,0.0,0.0
1981-04-16 00:00:00-05:00,0.08627788031716539,0.08627788031716539,0.08584866672754288,0.08584866672754288,23878400,0.0,0.0
1981-04-20 00:00:00-05:00,0.08842398971319199,0.08885320342054852,0.08842398971319199,0.08842398971319199,35347200,0.0,0.0
1981-04-21 00:00:00-05:00,0.0944337248802185,0.09486294402402434,0.0944337248802185,0.0944337248802185,28537600,0.0,0.0
1981-04-22 00:00:00-05:00,0.09786747395992279,0.09829669318641408,0.09786747395992279,0.09786747395992279,18995200,0.0,0.0
1981-04-23 00:00:00-05:00,0.10044276714324951,0.10087198637293923,0.10044276714324951,0.10044276714324951,58016000,0.0,0.0
1981-04-24 00:00:00-05:00,0.10044273799509292,0.10044273799509292,0.09958431124687195,0.09958431124687195,35056000,0.0,0.0
1981-04-27 00:00:00-04:00,0.09915515669143314,0.09915515669143314,0.09872593730688095,0.09872593730688095,38528000,0.0,0.0
1981-04-28 00:00:00-04:00,0.09743825217994954,0.09743825217994954,0.09700903296470642,0.09700903296470642,32188800,0.0,0.0
1981-04-29 00:00:00-04:00,0.09615059982973626,0.09615059982973626,0.09572138637304306,0.09572138637304306,13641600,0.0,0.0
1981-04-30 00:00:00-04:00,0.097438283264637,0.09829672196898169,0.097438283264637,0.097438283264637,12611200,0.0,0.0
